"Transcript","Gene"
"KXJ11800.1","KXJ11800.1"
"KXJ11795.1","KXJ11795.1"
"KXJ11807.1","KXJ11807.1"
"KXJ11792.1","KXJ11792.1"
"KXJ11796.1","KXJ11796.1"
"KXJ11803.1","KXJ11803.1"
"KXJ11799.1","KXJ11799.1"
"KXJ11798.1","KXJ11798.1"
"KXJ11806.1","KXJ11806.1"
"KXJ11804.1","KXJ11804.1"
"KXJ11793.1","KXJ11793.1"
"KXJ11797.1","KXJ11797.1"
"KXJ11794.1","KXJ11794.1"
"KXJ11801.1","KXJ11801.1"
"KXJ11805.1","KXJ11805.1"
"KXJ11802.1","KXJ11802.1"
"KXJ11791.1","KXJ11791.1"
"KXJ11772.1","KXJ11772.1"
"KXJ11779.1","KXJ11779.1"
"KXJ11786.1","KXJ11786.1"
"KXJ11778.1","KXJ11778.1"
"KXJ11780.1","KXJ11780.1"
"KXJ11771.1","KXJ11771.1"
"KXJ11790.1","KXJ11790.1"
"KXJ11788.1","KXJ11788.1"
"KXJ11787.1","KXJ11787.1"
"KXJ11782.1","KXJ11782.1"
"KXJ11770.1","KXJ11770.1"
"KXJ11775.1","KXJ11775.1"
"KXJ11783.1","KXJ11783.1"
"KXJ11773.1","KXJ11773.1"
"KXJ11785.1","KXJ11785.1"
"KXJ11776.1","KXJ11776.1"
"KXJ11789.1","KXJ11789.1"
"KXJ11774.1","KXJ11774.1"
"KXJ11784.1","KXJ11784.1"
"KXJ11781.1","KXJ11781.1"
"KXJ11777.1","KXJ11777.1"
"KXJ11764.1","KXJ11764.1"
"KXJ11753.1","KXJ11753.1"
"KXJ11751.1","KXJ11751.1"
"KXJ11762.1","KXJ11762.1"
"KXJ11758.1","KXJ11758.1"
"KXJ11760.1","KXJ11760.1"
"KXJ11759.1","KXJ11759.1"
"KXJ11763.1","KXJ11763.1"
"KXJ11749.1","KXJ11749.1"
"KXJ11757.1","KXJ11757.1"
"KXJ11754.1","KXJ11754.1"
"KXJ11755.1","KXJ11755.1"
"KXJ11752.1","KXJ11752.1"
"KXJ11768.1","KXJ11768.1"
"KXJ11766.1","KXJ11766.1"
"KXJ11761.1","KXJ11761.1"
"KXJ11767.1","KXJ11767.1"
"KXJ11750.1","KXJ11750.1"
"KXJ11765.1","KXJ11765.1"
"KXJ11769.1","KXJ11769.1"
"KXJ11748.1","KXJ11748.1"
"KXJ11756.1","KXJ11756.1"
"KXJ11735.1","KXJ11735.1"
"KXJ11738.1","KXJ11738.1"
"KXJ11747.1","KXJ11747.1"
"KXJ11742.1","KXJ11742.1"
"KXJ11731.1","KXJ11731.1"
"KXJ11746.1","KXJ11746.1"
"KXJ11734.1","KXJ11734.1"
"KXJ11741.1","KXJ11741.1"
"KXJ11745.1","KXJ11745.1"
"KXJ11737.1","KXJ11737.1"
"KXJ11743.1","KXJ11743.1"
"KXJ11733.1","KXJ11733.1"
"KXJ11736.1","KXJ11736.1"
"KXJ11744.1","KXJ11744.1"
"KXJ11739.1","KXJ11739.1"
"KXJ11732.1","KXJ11732.1"
"KXJ11740.1","KXJ11740.1"
"KXJ11730.1","KXJ11730.1"
"KXJ11729.1","KXJ11729.1"
"KXJ11722.1","KXJ11722.1"
"KXJ11721.1","KXJ11721.1"
"KXJ11724.1","KXJ11724.1"
"KXJ11720.1","KXJ11720.1"
"KXJ11726.1","KXJ11726.1"
"KXJ11728.1","KXJ11728.1"
"KXJ11727.1","KXJ11727.1"
"KXJ11725.1","KXJ11725.1"
"KXJ11723.1","KXJ11723.1"
"KXJ11719.1","KXJ11719.1"
"KXJ11713.1","KXJ11713.1"
"KXJ11714.1","KXJ11714.1"
"KXJ11704.1","KXJ11704.1"
"KXJ11716.1","KXJ11716.1"
"KXJ11699.1","KXJ11699.1"
"KXJ11705.1","KXJ11705.1"
"KXJ11711.1","KXJ11711.1"
"KXJ11695.1","KXJ11695.1"
"KXJ11703.1","KXJ11703.1"
"KXJ11706.1","KXJ11706.1"
"KXJ11701.1","KXJ11701.1"
"KXJ11697.1","KXJ11697.1"
"KXJ11712.1","KXJ11712.1"
"KXJ11696.1","KXJ11696.1"
"KXJ11718.1","KXJ11718.1"
"KXJ11707.1","KXJ11707.1"
"KXJ11717.1","KXJ11717.1"
"KXJ11715.1","KXJ11715.1"
"KXJ11710.1","KXJ11710.1"
"KXJ11708.1","KXJ11708.1"
"KXJ11702.1","KXJ11702.1"
"KXJ11698.1","KXJ11698.1"
"KXJ11709.1","KXJ11709.1"
"KXJ11700.1","KXJ11700.1"
"KXJ11684.1","KXJ11684.1"
"KXJ11682.1","KXJ11682.1"
"KXJ11686.1","KXJ11686.1"
"KXJ11680.1","KXJ11680.1"
"KXJ11683.1","KXJ11683.1"
"KXJ11687.1","KXJ11687.1"
"KXJ11685.1","KXJ11685.1"
"KXJ11690.1","KXJ11690.1"
"KXJ11693.1","KXJ11693.1"
"KXJ11692.1","KXJ11692.1"
"KXJ11689.1","KXJ11689.1"
"KXJ11681.1","KXJ11681.1"
"KXJ11694.1","KXJ11694.1"
"KXJ11691.1","KXJ11691.1"
"KXJ11688.1","KXJ11688.1"
"KXJ11675.1","KXJ11675.1"
"KXJ11674.1","KXJ11674.1"
"KXJ11665.1","KXJ11665.1"
"KXJ11667.1","KXJ11667.1"
"KXJ11673.1","KXJ11673.1"
"KXJ11678.1","KXJ11678.1"
"KXJ11662.1","KXJ11662.1"
"KXJ11669.1","KXJ11669.1"
"KXJ11663.1","KXJ11663.1"
"KXJ11677.1","KXJ11677.1"
"KXJ11670.1","KXJ11670.1"
"KXJ11671.1","KXJ11671.1"
"KXJ11676.1","KXJ11676.1"
"KXJ11664.1","KXJ11664.1"
"KXJ11668.1","KXJ11668.1"
"KXJ11672.1","KXJ11672.1"
"KXJ11679.1","KXJ11679.1"
"KXJ11666.1","KXJ11666.1"
"KXJ11646.1","KXJ11646.1"
"KXJ11645.1","KXJ11645.1"
"KXJ11657.1","KXJ11657.1"
"KXJ11650.1","KXJ11650.1"
"KXJ11653.1","KXJ11653.1"
"KXJ11651.1","KXJ11651.1"
"KXJ11659.1","KXJ11659.1"
"KXJ11647.1","KXJ11647.1"
"KXJ11648.1","KXJ11648.1"
"KXJ11643.1","KXJ11643.1"
"KXJ11642.1","KXJ11642.1"
"KXJ11644.1","KXJ11644.1"
"KXJ11661.1","KXJ11661.1"
"KXJ11652.1","KXJ11652.1"
"KXJ11660.1","KXJ11660.1"
"KXJ11649.1","KXJ11649.1"
"KXJ11641.1","KXJ11641.1"
"KXJ11658.1","KXJ11658.1"
"KXJ11655.1","KXJ11655.1"
"KXJ11654.1","KXJ11654.1"
"KXJ11656.1","KXJ11656.1"
"KXJ11623.1","KXJ11623.1"
"KXJ11626.1","KXJ11626.1"
"KXJ11628.1","KXJ11628.1"
"KXJ11630.1","KXJ11630.1"
"KXJ11640.1","KXJ11640.1"
"KXJ11627.1","KXJ11627.1"
"KXJ11624.1","KXJ11624.1"
"KXJ11632.1","KXJ11632.1"
"KXJ11637.1","KXJ11637.1"
"KXJ11625.1","KXJ11625.1"
"KXJ11634.1","KXJ11634.1"
"KXJ11639.1","KXJ11639.1"
"KXJ11638.1","KXJ11638.1"
"KXJ11629.1","KXJ11629.1"
"KXJ11622.1","KXJ11622.1"
"KXJ11631.1","KXJ11631.1"
"KXJ11621.1","KXJ11621.1"
"KXJ11635.1","KXJ11635.1"
"KXJ11633.1","KXJ11633.1"
"KXJ11636.1","KXJ11636.1"
"KXJ11608.1","KXJ11608.1"
"KXJ11606.1","KXJ11606.1"
"KXJ11609.1","KXJ11609.1"
"KXJ11615.1","KXJ11615.1"
"KXJ11618.1","KXJ11618.1"
"KXJ11610.1","KXJ11610.1"
"KXJ11611.1","KXJ11611.1"
"KXJ11619.1","KXJ11619.1"
"KXJ11614.1","KXJ11614.1"
"KXJ11601.1","KXJ11601.1"
"KXJ11604.1","KXJ11604.1"
"KXJ11603.1","KXJ11603.1"
"KXJ11600.1","KXJ11600.1"
"KXJ11602.1","KXJ11602.1"
"KXJ11605.1","KXJ11605.1"
"KXJ11613.1","KXJ11613.1"
"KXJ11607.1","KXJ11607.1"
"KXJ11620.1","KXJ11620.1"
"KXJ11616.1","KXJ11616.1"
"KXJ11612.1","KXJ11612.1"
"KXJ11599.1","KXJ11599.1"
"KXJ11598.1","KXJ11598.1"
"KXJ11617.1","KXJ11617.1"
"KXJ11597.1","KXJ11597.1"
"KXJ11596.1","KXJ11596.1"
"KXJ11589.1","KXJ11589.1"
"KXJ11586.1","KXJ11586.1"
"KXJ11574.1","KXJ11574.1"
"KXJ11581.1","KXJ11581.1"
"KXJ11583.1","KXJ11583.1"
"KXJ11587.1","KXJ11587.1"
"KXJ11582.1","KXJ11582.1"
"KXJ11578.1","KXJ11578.1"
"KXJ11594.1","KXJ11594.1"
"KXJ11579.1","KXJ11579.1"
"KXJ11576.1","KXJ11576.1"
"KXJ11585.1","KXJ11585.1"
"KXJ11577.1","KXJ11577.1"
"KXJ11580.1","KXJ11580.1"
"KXJ11595.1","KXJ11595.1"
"KXJ11588.1","KXJ11588.1"
"KXJ11584.1","KXJ11584.1"
"KXJ11590.1","KXJ11590.1"
"KXJ11593.1","KXJ11593.1"
"KXJ11592.1","KXJ11592.1"
"KXJ11591.1","KXJ11591.1"
"KXJ11575.1","KXJ11575.1"
"KXJ11565.1","KXJ11565.1"
"KXJ11552.1","KXJ11552.1"
"KXJ11566.1","KXJ11566.1"
"KXJ11558.1","KXJ11558.1"
"KXJ11568.1","KXJ11568.1"
"KXJ11559.1","KXJ11559.1"
"KXJ11562.1","KXJ11562.1"
"KXJ11563.1","KXJ11563.1"
"KXJ11553.1","KXJ11553.1"
"KXJ11571.1","KXJ11571.1"
"KXJ11573.1","KXJ11573.1"
"KXJ11572.1","KXJ11572.1"
"KXJ11554.1","KXJ11554.1"
"KXJ11560.1","KXJ11560.1"
"KXJ11555.1","KXJ11555.1"
"KXJ11564.1","KXJ11564.1"
"KXJ11557.1","KXJ11557.1"
"KXJ11570.1","KXJ11570.1"
"KXJ11567.1","KXJ11567.1"
"KXJ11569.1","KXJ11569.1"
"KXJ11556.1","KXJ11556.1"
"KXJ11561.1","KXJ11561.1"
"KXJ11542.1","KXJ11542.1"
"KXJ11538.1","KXJ11538.1"
"KXJ11551.1","KXJ11551.1"
"KXJ11535.1","KXJ11535.1"
"KXJ11541.1","KXJ11541.1"
"KXJ11546.1","KXJ11546.1"
"KXJ11544.1","KXJ11544.1"
"KXJ11534.1","KXJ11534.1"
"KXJ11545.1","KXJ11545.1"
"KXJ11549.1","KXJ11549.1"
"KXJ11531.1","KXJ11531.1"
"KXJ11547.1","KXJ11547.1"
"KXJ11543.1","KXJ11543.1"
"KXJ11532.1","KXJ11532.1"
"KXJ11548.1","KXJ11548.1"
"KXJ11539.1","KXJ11539.1"
"KXJ11537.1","KXJ11537.1"
"KXJ11540.1","KXJ11540.1"
"KXJ11533.1","KXJ11533.1"
"KXJ11536.1","KXJ11536.1"
"KXJ11550.1","KXJ11550.1"
"KXJ11524.1","KXJ11524.1"
"KXJ11519.1","KXJ11519.1"
"KXJ11509.1","KXJ11509.1"
"KXJ11507.1","KXJ11507.1"
"KXJ11515.1","KXJ11515.1"
"KXJ11512.1","KXJ11512.1"
"KXJ11518.1","KXJ11518.1"
"KXJ11529.1","KXJ11529.1"
"KXJ11528.1","KXJ11528.1"
"KXJ11526.1","KXJ11526.1"
"KXJ11517.1","KXJ11517.1"
"KXJ11513.1","KXJ11513.1"
"KXJ11520.1","KXJ11520.1"
"KXJ11530.1","KXJ11530.1"
"KXJ11516.1","KXJ11516.1"
"KXJ11510.1","KXJ11510.1"
"KXJ11521.1","KXJ11521.1"
"KXJ11525.1","KXJ11525.1"
"KXJ11514.1","KXJ11514.1"
"KXJ11527.1","KXJ11527.1"
"KXJ11522.1","KXJ11522.1"
"KXJ11511.1","KXJ11511.1"
"KXJ11508.1","KXJ11508.1"
"KXJ11523.1","KXJ11523.1"
"KXJ11503.1","KXJ11503.1"
"KXJ11486.1","KXJ11486.1"
"KXJ11492.1","KXJ11492.1"
"KXJ11489.1","KXJ11489.1"
"KXJ11484.1","KXJ11484.1"
"KXJ11487.1","KXJ11487.1"
"KXJ11499.1","KXJ11499.1"
"KXJ11506.1","KXJ11506.1"
"KXJ11485.1","KXJ11485.1"
"KXJ11502.1","KXJ11502.1"
"KXJ11483.1","KXJ11483.1"
"KXJ11496.1","KXJ11496.1"
"KXJ11495.1","KXJ11495.1"
"KXJ11493.1","KXJ11493.1"
"KXJ11504.1","KXJ11504.1"
"KXJ11498.1","KXJ11498.1"
"KXJ11494.1","KXJ11494.1"
"KXJ11505.1","KXJ11505.1"
"KXJ11488.1","KXJ11488.1"
"KXJ11501.1","KXJ11501.1"
"KXJ11500.1","KXJ11500.1"
"KXJ11490.1","KXJ11490.1"
"KXJ11497.1","KXJ11497.1"
"KXJ11491.1","KXJ11491.1"
"KXJ11466.1","KXJ11466.1"
"KXJ11460.1","KXJ11460.1"
"KXJ11458.1","KXJ11458.1"
"KXJ11477.1","KXJ11477.1"
"KXJ11468.1","KXJ11468.1"
"KXJ11473.1","KXJ11473.1"
"KXJ11471.1","KXJ11471.1"
"KXJ11467.1","KXJ11467.1"
"KXJ11459.1","KXJ11459.1"
"KXJ11456.1","KXJ11456.1"
"KXJ11470.1","KXJ11470.1"
"KXJ11472.1","KXJ11472.1"
"KXJ11465.1","KXJ11465.1"
"KXJ11480.1","KXJ11480.1"
"KXJ11478.1","KXJ11478.1"
"KXJ11463.1","KXJ11463.1"
"KXJ11481.1","KXJ11481.1"
"KXJ11462.1","KXJ11462.1"
"KXJ11475.1","KXJ11475.1"
"KXJ11461.1","KXJ11461.1"
"KXJ11476.1","KXJ11476.1"
"KXJ11469.1","KXJ11469.1"
"KXJ11457.1","KXJ11457.1"
"KXJ11474.1","KXJ11474.1"
"KXJ11464.1","KXJ11464.1"
"KXJ11479.1","KXJ11479.1"
"KXJ11482.1","KXJ11482.1"
"KXJ11454.1","KXJ11454.1"
"KXJ11453.1","KXJ11453.1"
"KXJ11448.1","KXJ11448.1"
"KXJ11428.1","KXJ11428.1"
"KXJ11442.1","KXJ11442.1"
"KXJ11445.1","KXJ11445.1"
"KXJ11451.1","KXJ11451.1"
"KXJ11434.1","KXJ11434.1"
"KXJ11440.1","KXJ11440.1"
"KXJ11438.1","KXJ11438.1"
"KXJ11450.1","KXJ11450.1"
"KXJ11436.1","KXJ11436.1"
"KXJ11426.1","KXJ11426.1"
"KXJ11441.1","KXJ11441.1"
"KXJ11430.1","KXJ11430.1"
"KXJ11444.1","KXJ11444.1"
"KXJ11455.1","KXJ11455.1"
"KXJ11432.1","KXJ11432.1"
"KXJ11439.1","KXJ11439.1"
"KXJ11447.1","KXJ11447.1"
"KXJ11429.1","KXJ11429.1"
"KXJ11449.1","KXJ11449.1"
"KXJ11443.1","KXJ11443.1"
"KXJ11431.1","KXJ11431.1"
"KXJ11437.1","KXJ11437.1"
"KXJ11452.1","KXJ11452.1"
"KXJ11433.1","KXJ11433.1"
"KXJ11446.1","KXJ11446.1"
"KXJ11435.1","KXJ11435.1"
"KXJ11427.1","KXJ11427.1"
"KXJ11424.1","KXJ11424.1"
"KXJ11425.1","KXJ11425.1"
"KXJ11419.1","KXJ11419.1"
"KXJ11398.1","KXJ11398.1"
"KXJ11404.1","KXJ11404.1"
"KXJ11416.1","KXJ11416.1"
"KXJ11413.1","KXJ11413.1"
"KXJ11417.1","KXJ11417.1"
"KXJ11422.1","KXJ11422.1"
"KXJ11418.1","KXJ11418.1"
"KXJ11411.1","KXJ11411.1"
"KXJ11423.1","KXJ11423.1"
"KXJ11410.1","KXJ11410.1"
"KXJ11420.1","KXJ11420.1"
"KXJ11405.1","KXJ11405.1"
"KXJ11403.1","KXJ11403.1"
"KXJ11400.1","KXJ11400.1"
"KXJ11408.1","KXJ11408.1"
"KXJ11421.1","KXJ11421.1"
"KXJ11406.1","KXJ11406.1"
"KXJ11415.1","KXJ11415.1"
"KXJ11401.1","KXJ11401.1"
"KXJ11407.1","KXJ11407.1"
"KXJ11399.1","KXJ11399.1"
"KXJ11412.1","KXJ11412.1"
"KXJ11409.1","KXJ11409.1"
"KXJ11414.1","KXJ11414.1"
"KXJ11402.1","KXJ11402.1"
"KXJ11387.1","KXJ11387.1"
"KXJ11392.1","KXJ11392.1"
"KXJ11390.1","KXJ11390.1"
"KXJ11378.1","KXJ11378.1"
"KXJ11394.1","KXJ11394.1"
"KXJ11393.1","KXJ11393.1"
"KXJ11391.1","KXJ11391.1"
"KXJ11386.1","KXJ11386.1"
"KXJ11377.1","KXJ11377.1"
"KXJ11389.1","KXJ11389.1"
"KXJ11397.1","KXJ11397.1"
"KXJ11382.1","KXJ11382.1"
"KXJ11385.1","KXJ11385.1"
"KXJ11396.1","KXJ11396.1"
"KXJ11381.1","KXJ11381.1"
"KXJ11380.1","KXJ11380.1"
"KXJ11388.1","KXJ11388.1"
"KXJ11379.1","KXJ11379.1"
"KXJ11383.1","KXJ11383.1"
"KXJ11395.1","KXJ11395.1"
"KXJ11384.1","KXJ11384.1"
"KXJ11373.1","KXJ11373.1"
"KXJ11367.1","KXJ11367.1"
"KXJ11366.1","KXJ11366.1"
"KXJ11371.1","KXJ11371.1"
"KXJ11362.1","KXJ11362.1"
"KXJ11374.1","KXJ11374.1"
"KXJ11363.1","KXJ11363.1"
"KXJ11368.1","KXJ11368.1"
"KXJ11370.1","KXJ11370.1"
"KXJ11361.1","KXJ11361.1"
"KXJ11372.1","KXJ11372.1"
"KXJ11376.1","KXJ11376.1"
"KXJ11375.1","KXJ11375.1"
"KXJ11369.1","KXJ11369.1"
"KXJ11365.1","KXJ11365.1"
"KXJ11364.1","KXJ11364.1"
"KXJ11347.1","KXJ11347.1"
"KXJ11345.1","KXJ11345.1"
"KXJ11352.1","KXJ11352.1"
"KXJ11360.1","KXJ11360.1"
"KXJ11346.1","KXJ11346.1"
"KXJ11349.1","KXJ11349.1"
"KXJ11354.1","KXJ11354.1"
"KXJ11353.1","KXJ11353.1"
"KXJ11342.1","KXJ11342.1"
"KXJ11350.1","KXJ11350.1"
"KXJ11357.1","KXJ11357.1"
"KXJ11359.1","KXJ11359.1"
"KXJ11344.1","KXJ11344.1"
"KXJ11355.1","KXJ11355.1"
"KXJ11351.1","KXJ11351.1"
"KXJ11356.1","KXJ11356.1"
"KXJ11348.1","KXJ11348.1"
"KXJ11343.1","KXJ11343.1"
"KXJ11358.1","KXJ11358.1"
"KXJ11325.1","KXJ11325.1"
"KXJ11326.1","KXJ11326.1"
"KXJ11322.1","KXJ11322.1"
"KXJ11340.1","KXJ11340.1"
"KXJ11332.1","KXJ11332.1"
"KXJ11333.1","KXJ11333.1"
"KXJ11336.1","KXJ11336.1"
"KXJ11329.1","KXJ11329.1"
"KXJ11324.1","KXJ11324.1"
"KXJ11335.1","KXJ11335.1"
"KXJ11341.1","KXJ11341.1"
"KXJ11334.1","KXJ11334.1"
"KXJ11337.1","KXJ11337.1"
"KXJ11320.1","KXJ11320.1"
"KXJ11318.1","KXJ11318.1"
"KXJ11328.1","KXJ11328.1"
"KXJ11321.1","KXJ11321.1"
"KXJ11338.1","KXJ11338.1"
"KXJ11339.1","KXJ11339.1"
"KXJ11330.1","KXJ11330.1"
"KXJ11319.1","KXJ11319.1"
"KXJ11323.1","KXJ11323.1"
"KXJ11327.1","KXJ11327.1"
"KXJ11331.1","KXJ11331.1"
"KXJ11307.1","KXJ11307.1"
"KXJ11317.1","KXJ11317.1"
"KXJ11312.1","KXJ11312.1"
"KXJ11304.1","KXJ11304.1"
"KXJ11311.1","KXJ11311.1"
"KXJ11316.1","KXJ11316.1"
"KXJ11298.1","KXJ11298.1"
"KXJ11314.1","KXJ11314.1"
"KXJ11310.1","KXJ11310.1"
"KXJ11306.1","KXJ11306.1"
"KXJ11308.1","KXJ11308.1"
"KXJ11309.1","KXJ11309.1"
"KXJ11303.1","KXJ11303.1"
"KXJ11313.1","KXJ11313.1"
"KXJ11302.1","KXJ11302.1"
"KXJ11301.1","KXJ11301.1"
"KXJ11300.1","KXJ11300.1"
"KXJ11315.1","KXJ11315.1"
"KXJ11305.1","KXJ11305.1"
"KXJ11299.1","KXJ11299.1"
"KXJ11293.1","KXJ11293.1"
"KXJ11285.1","KXJ11285.1"
"KXJ11280.1","KXJ11280.1"
"KXJ11282.1","KXJ11282.1"
"KXJ11288.1","KXJ11288.1"
"KXJ11294.1","KXJ11294.1"
"KXJ11295.1","KXJ11295.1"
"KXJ11278.1","KXJ11278.1"
"KXJ11290.1","KXJ11290.1"
"KXJ11272.1","KXJ11272.1"
"KXJ11283.1","KXJ11283.1"
"KXJ11277.1","KXJ11277.1"
"KXJ11292.1","KXJ11292.1"
"KXJ11287.1","KXJ11287.1"
"KXJ11274.1","KXJ11274.1"
"KXJ11286.1","KXJ11286.1"
"KXJ11271.1","KXJ11271.1"
"KXJ11275.1","KXJ11275.1"
"KXJ11270.1","KXJ11270.1"
"KXJ11281.1","KXJ11281.1"
"KXJ11291.1","KXJ11291.1"
"KXJ11296.1","KXJ11296.1"
"KXJ11289.1","KXJ11289.1"
"KXJ11269.1","KXJ11269.1"
"KXJ11276.1","KXJ11276.1"
"KXJ11284.1","KXJ11284.1"
"KXJ11273.1","KXJ11273.1"
"KXJ11279.1","KXJ11279.1"
"KXJ11297.1","KXJ11297.1"
"KXJ11256.1","KXJ11256.1"
"KXJ11268.1","KXJ11268.1"
"KXJ11248.1","KXJ11248.1"
"KXJ11261.1","KXJ11261.1"
"KXJ11262.1","KXJ11262.1"
"KXJ11267.1","KXJ11267.1"
"KXJ11253.1","KXJ11253.1"
"KXJ11258.1","KXJ11258.1"
"KXJ11264.1","KXJ11264.1"
"KXJ11265.1","KXJ11265.1"
"KXJ11257.1","KXJ11257.1"
"KXJ11259.1","KXJ11259.1"
"KXJ11252.1","KXJ11252.1"
"KXJ11251.1","KXJ11251.1"
"KXJ11263.1","KXJ11263.1"
"KXJ11266.1","KXJ11266.1"
"KXJ11249.1","KXJ11249.1"
"KXJ11254.1","KXJ11254.1"
"KXJ11247.1","KXJ11247.1"
"KXJ11260.1","KXJ11260.1"
"KXJ11255.1","KXJ11255.1"
"KXJ11250.1","KXJ11250.1"
"KXJ11233.1","KXJ11233.1"
"KXJ11238.1","KXJ11238.1"
"KXJ11232.1","KXJ11232.1"
"KXJ11237.1","KXJ11237.1"
"KXJ11245.1","KXJ11245.1"
"KXJ11242.1","KXJ11242.1"
"KXJ11243.1","KXJ11243.1"
"KXJ11234.1","KXJ11234.1"
"KXJ11230.1","KXJ11230.1"
"KXJ11246.1","KXJ11246.1"
"KXJ11235.1","KXJ11235.1"
"KXJ11241.1","KXJ11241.1"
"KXJ11236.1","KXJ11236.1"
"KXJ11244.1","KXJ11244.1"
"KXJ11231.1","KXJ11231.1"
"KXJ11239.1","KXJ11239.1"
"KXJ11240.1","KXJ11240.1"
"KXJ11221.1","KXJ11221.1"
"KXJ11225.1","KXJ11225.1"
"KXJ11207.1","KXJ11207.1"
"KXJ11216.1","KXJ11216.1"
"KXJ11214.1","KXJ11214.1"
"KXJ11208.1","KXJ11208.1"
"KXJ11224.1","KXJ11224.1"
"KXJ11227.1","KXJ11227.1"
"KXJ11229.1","KXJ11229.1"
"KXJ11218.1","KXJ11218.1"
"KXJ11209.1","KXJ11209.1"
"KXJ11220.1","KXJ11220.1"
"KXJ11228.1","KXJ11228.1"
"KXJ11223.1","KXJ11223.1"
"KXJ11212.1","KXJ11212.1"
"KXJ11213.1","KXJ11213.1"
"KXJ11206.1","KXJ11206.1"
"KXJ11211.1","KXJ11211.1"
"KXJ11222.1","KXJ11222.1"
"KXJ11210.1","KXJ11210.1"
"KXJ11219.1","KXJ11219.1"
"KXJ11226.1","KXJ11226.1"
"KXJ11217.1","KXJ11217.1"
"KXJ11215.1","KXJ11215.1"
"KXJ11193.1","KXJ11193.1"
"KXJ11196.1","KXJ11196.1"
"KXJ11205.1","KXJ11205.1"
"KXJ11198.1","KXJ11198.1"
"KXJ11200.1","KXJ11200.1"
"KXJ11191.1","KXJ11191.1"
"KXJ11188.1","KXJ11188.1"
"KXJ11190.1","KXJ11190.1"
"KXJ11187.1","KXJ11187.1"
"KXJ11201.1","KXJ11201.1"
"KXJ11194.1","KXJ11194.1"
"KXJ11186.1","KXJ11186.1"
"KXJ11195.1","KXJ11195.1"
"KXJ11185.1","KXJ11185.1"
"KXJ11189.1","KXJ11189.1"
"KXJ11197.1","KXJ11197.1"
"KXJ11199.1","KXJ11199.1"
"KXJ11203.1","KXJ11203.1"
"KXJ11192.1","KXJ11192.1"
"KXJ11204.1","KXJ11204.1"
"KXJ11202.1","KXJ11202.1"
"KXJ11170.1","KXJ11170.1"
"KXJ11167.1","KXJ11167.1"
"KXJ11166.1","KXJ11166.1"
"KXJ11172.1","KXJ11172.1"
"KXJ11177.1","KXJ11177.1"
"KXJ11180.1","KXJ11180.1"
"KXJ11175.1","KXJ11175.1"
"KXJ11174.1","KXJ11174.1"
"KXJ11176.1","KXJ11176.1"
"KXJ11181.1","KXJ11181.1"
"KXJ11168.1","KXJ11168.1"
"KXJ11183.1","KXJ11183.1"
"KXJ11171.1","KXJ11171.1"
"KXJ11182.1","KXJ11182.1"
"KXJ11173.1","KXJ11173.1"
"KXJ11179.1","KXJ11179.1"
"KXJ11178.1","KXJ11178.1"
"KXJ11184.1","KXJ11184.1"
"KXJ11169.1","KXJ11169.1"
"KXJ11157.1","KXJ11157.1"
"KXJ11165.1","KXJ11165.1"
"KXJ11158.1","KXJ11158.1"
"KXJ11153.1","KXJ11153.1"
"KXJ11159.1","KXJ11159.1"
"KXJ11156.1","KXJ11156.1"
"KXJ11155.1","KXJ11155.1"
"KXJ11152.1","KXJ11152.1"
"KXJ11164.1","KXJ11164.1"
"KXJ11161.1","KXJ11161.1"
"KXJ11162.1","KXJ11162.1"
"KXJ11149.1","KXJ11149.1"
"KXJ11150.1","KXJ11150.1"
"KXJ11163.1","KXJ11163.1"
"KXJ11160.1","KXJ11160.1"
"KXJ11148.1","KXJ11148.1"
"KXJ11154.1","KXJ11154.1"
"KXJ11151.1","KXJ11151.1"
"KXJ11128.1","KXJ11128.1"
"KXJ11145.1","KXJ11145.1"
"KXJ11130.1","KXJ11130.1"
"KXJ11144.1","KXJ11144.1"
"KXJ11126.1","KXJ11126.1"
"KXJ11132.1","KXJ11132.1"
"KXJ11133.1","KXJ11133.1"
"KXJ11137.1","KXJ11137.1"
"KXJ11129.1","KXJ11129.1"
"KXJ11142.1","KXJ11142.1"
"KXJ11146.1","KXJ11146.1"
"KXJ11136.1","KXJ11136.1"
"KXJ11138.1","KXJ11138.1"
"KXJ11134.1","KXJ11134.1"
"KXJ11141.1","KXJ11141.1"
"KXJ11135.1","KXJ11135.1"
"KXJ11140.1","KXJ11140.1"
"KXJ11143.1","KXJ11143.1"
"KXJ11139.1","KXJ11139.1"
"KXJ11131.1","KXJ11131.1"
"KXJ11147.1","KXJ11147.1"
"KXJ11127.1","KXJ11127.1"
"KXJ11110.1","KXJ11110.1"
"KXJ11108.1","KXJ11108.1"
"KXJ11125.1","KXJ11125.1"
"KXJ11115.1","KXJ11115.1"
"KXJ11088.1","KXJ11088.1"
"KXJ11117.1","KXJ11117.1"
"KXJ11101.1","KXJ11101.1"
"KXJ11097.1","KXJ11097.1"
"KXJ11119.1","KXJ11119.1"
"KXJ11107.1","KXJ11107.1"
"KXJ11120.1","KXJ11120.1"
"KXJ11121.1","KXJ11121.1"
"KXJ11122.1","KXJ11122.1"
"KXJ11093.1","KXJ11093.1"
"KXJ11118.1","KXJ11118.1"
"KXJ11092.1","KXJ11092.1"
"KXJ11090.1","KXJ11090.1"
