"","id","title","authors"
"1913","map04622","TRADD protein is an essential component of the RIG-like helicase antiviral pathway.","Michallet MC, Meylan E, Ermolaeva MA, Vazquez J, Rebsamen M, Curran J, Poeck H, Bscheider M, Hartmann G, Konig M, Kalinke U, Pasparakis M, Tschopp J"
"1914","map04622","Toll-like receptor and RIG-I-like receptor signaling.","Kawai T, Akira S"
"1915","map04622","Differential recognition of double-stranded RNA by RIG-I-like receptors in antiviral immunity.","Saito T, Gale M Jr"
"1916","map04622","Approaching the RNA ligand for RIG-I?","Schlee M, Hartmann E, Coch C, Wimmenauer V, Janke M, Barchet W, Hartmann G"
"1917","map04622","Functions of the cytoplasmic RNA sensors RIG-I and MDA-5: key regulators of innate immunity.","Barral PM, Sarkar D, Su ZZ, Barber GN, DeSalle R, Racaniello VR, Fisher PB"
"1918","map04622","Regulation of mitochondrial antiviral signaling pathways.","Moore CB, Ting JP"
"1919","map04622","RIG-I-like receptors: sensing and responding to RNA virus infection.","Nakhaei P, Genin P, Civas A, Hiscott J"
"1920","map04622","RNA recognition and signal transduction by RIG-I-like receptors.","Yoneyama M, Fujita T"
"1921","map04622","MDA5/RIG-I and virus recognition.","Takeuchi O, Akira S"
"1922","map04622","The RNA helicase RIG-I has an essential function in double-stranded RNA-induced innate antiviral responses.","Yoneyama M, Kikuchi M, Natsukawa T, Shinobu N, Imaizumi T, Miyagishi M, Taira K, Akira S, Fujita T"
"1923","ko00310","The route of lysine breakdown in Candida tropicalis.","Large PJ, Robertson A."
"1924","ko00310","Carnitine biosynthesis in mammals.","Vaz FM, Wanders RJ."
"1925","map00310","The route of lysine breakdown in Candida tropicalis.","Large PJ, Robertson A."
"1926","map00310","Carnitine biosynthesis in mammals.","Vaz FM, Wanders RJ."
"1927","ko00260","Production of the neuromodulator H2S by cystathionine beta-synthase via the condensation of cysteine and homocysteine.","Chen X, Jhee KH, Kruger WD"
"1928","ko00260","Characterization of yeast homoserine dehydrogenase, an antifungal target: the invariant histidine 309 is important for enzyme integrity.","Jacques SL, Nieman C, Bareich D, Broadhead G, Kinach R, Honek JF, Wright GD"
"1929","ko00260","The biosynthesis of threonine by mammalian cells: expression of a complete bacterial biosynthetic pathway in an animal cell.","Rees WD, Hay SM"
"1930","ko00260","FKBP12 controls aspartate pathway flux in Saccharomyces cerevisiae to prevent toxic intermediate accumulation.","Arevalo-Rodriguez M, Pan X, Boeke JD, Heitman J"
"1931","ko00260","The ectD gene, which is involved in the synthesis of the compatible solute hydroxyectoine, is essential for thermoprotection of the halophilic bacterium Chromohalobacter salexigens.","Garcia-Estepa R, Argandona M, Reina-Bueno M, Capote N, Iglesias-Guerra F, Nieto JJ, Vargas C."
"1932","ko00260","Osmotically induced synthesis of the compatible solute hydroxyectoine is mediated by an evolutionarily conserved ectoine hydroxylase.","Bursy J, Pierik AJ, Pica N, Bremer E."
"1933","ko00260","Role of Ngamma-acetyldiaminobutyrate as an enzyme stabilizer and an intermediate in the biosynthesis of hydroxyectoine.","Canovas D, Borges N, Vargas C, Ventosa A, Nieto JJ, Santos H."
"1934","ko00260","Osmotically regulated synthesis of the compatible solute ectoine in Bacillus pasteurii and related Bacillus spp.","Kuhlmann AU, Bremer E."
"1935","ko00260","[Cellular Functions and Metabolic Maps] (In Japanese)","Nishizuka Y, Seyama Y, Ikai A, Ishimura Y, Kawaguchi A (eds)."
"1936","map00260","Production of the neuromodulator H2S by cystathionine beta-synthase via the condensation of cysteine and homocysteine.","Chen X, Jhee KH, Kruger WD"
"1937","map00260","Characterization of yeast homoserine dehydrogenase, an antifungal target: the invariant histidine 309 is important for enzyme integrity.","Jacques SL, Nieman C, Bareich D, Broadhead G, Kinach R, Honek JF, Wright GD"
"1938","map00260","The biosynthesis of threonine by mammalian cells: expression of a complete bacterial biosynthetic pathway in an animal cell.","Rees WD, Hay SM"
"1939","map00260","FKBP12 controls aspartate pathway flux in Saccharomyces cerevisiae to prevent toxic intermediate accumulation.","Arevalo-Rodriguez M, Pan X, Boeke JD, Heitman J"
"1940","map00260","The ectD gene, which is involved in the synthesis of the compatible solute hydroxyectoine, is essential for thermoprotection of the halophilic bacterium Chromohalobacter salexigens.","Garcia-Estepa R, Argandona M, Reina-Bueno M, Capote N, Iglesias-Guerra F, Nieto JJ, Vargas C."
"1941","map00260","Osmotically induced synthesis of the compatible solute hydroxyectoine is mediated by an evolutionarily conserved ectoine hydroxylase.","Bursy J, Pierik AJ, Pica N, Bremer E."
"1942","map00260","Role of Ngamma-acetyldiaminobutyrate as an enzyme stabilizer and an intermediate in the biosynthesis of hydroxyectoine.","Canovas D, Borges N, Vargas C, Ventosa A, Nieto JJ, Santos H."
"1943","map00260","Osmotically regulated synthesis of the compatible solute ectoine in Bacillus pasteurii and related Bacillus spp.","Kuhlmann AU, Bremer E."
"1944","map00260","[Cellular Functions and Metabolic Maps] (In Japanese)","Nishizuka Y, Seyama Y, Ikai A, Ishimura Y, Kawaguchi A (eds)."
"1945","ko04621","IFI16 acts as a nuclear pathogen sensor to induce the inflammasome in response to Kaposi Sarcoma-associated herpesvirus infection.","Kerur N, Veettil MV, Sharma-Walia N, Bottero V, Sadagopan S, Otageri P, Chandran B"
"1946","ko04621","TRIF licenses caspase-11-dependent NLRP3 inflammasome activation by gram-negative bacteria.","Rathinam VA, Vanaja SK, Waggoner L, Sokolovska A, Becker C, Stuart LM, Leong JM, Fitzgerald KA"
"1947","ko04621","Gasdermin D: the long-awaited executioner of pyroptosis.","Man SM, Kanneganti TD"
"1948","ko04621","Inflammasomes: mechanism of action, role in disease, and therapeutics.","Guo H, Callaway JB, Ting JP"
"1949","ko04621","Ubiquitin signaling in immune responses.","Hu H, Sun SC"
"1950","ko04621","Bacterial recognition pathways that lead to inflammasome activation.","Storek KM, Monack DM"
"1951","ko04621","Redox regulation of NLRP3 inflammasomes: ROS as trigger or effector?","Abais JM, Xia M, Zhang Y, Boini KM, Li PL"
"1952","ko04621","Recognition of bacteria by inflammasomes.","von Moltke J, Ayres JS, Kofoed EM, Chavarria-Smith J, Vance RE"
"1953","ko04621","A long-awaited merger of the pathways mediating host defence and programmed cell death.","Blander JM"
"1954","ko04621","Activation and regulation of the inflammasomes.","Latz E, Xiao TS, Stutz A"
"1955","ko04621","Mechanism of NLRP3 inflammasome activation.","Sutterwala FS, Haasken S, Cassel SL"
"1956","ko04621","Regulation of inflammasome signaling.","Rathinam VA, Vanaja SK, Fitzgerald KA"
"1957","ko04621","Newly described pattern recognition receptors team up against intracellular pathogens.","Broz P, Monack DM"
"1958","ko04621","Molecular mechanisms regulating NLRP3 inflammasome activation.","Jo EK, Kim JK, Shin DM, Sasakawa C"
"1959","ko04621","Regulation of inflammasome activation.","Man SM, Kanneganti TD"
"1960","ko04621","Inflammasomes: mechanism of assembly, regulation and signalling.","Broz P, Dixit VM"
"1961","ko04621","Converging roles of caspases in inflammasome activation, cell death and innate immunity.","Man SM, Kanneganti TD"
"1962","ko04621","The protein Nod2: an innate receptor more complex than previously assumed.","Lecat A, Piette J, Legrand-Poels S"
"1963","ko04621","Beyond peptidoglycan for Nod2.","Murray PJ"
"1964","ko04621","NOD1 and NOD2: signaling, host defense, and inflammatory disease.","Caruso R, Warner N, Inohara N, Nunez G"
"1965","ko04621","Nucleotide-binding oligomerization domain (NOD) inhibitors: a rational approach toward inhibition of NOD signaling pathway.","Jakopin Z"
"1966","ko04621","IAPs, regulators of innate immunity and inflammation.","Estornes Y, Bertrand MJ"
"1967","ko04621","Signalling pathways and molecular interactions of NOD1 and NOD2.","Strober W, Murray PJ, Kitani A, Watanabe T"
"1968","ko04621","The role of the IAP E3 ubiquitin ligases in regulating pattern-recognition receptor signalling.","Vandenabeele P, Bertrand MJ"
"1969","map04621","IFI16 acts as a nuclear pathogen sensor to induce the inflammasome in response to Kaposi Sarcoma-associated herpesvirus infection.","Kerur N, Veettil MV, Sharma-Walia N, Bottero V, Sadagopan S, Otageri P, Chandran B"
"1970","map04621","TRIF licenses caspase-11-dependent NLRP3 inflammasome activation by gram-negative bacteria.","Rathinam VA, Vanaja SK, Waggoner L, Sokolovska A, Becker C, Stuart LM, Leong JM, Fitzgerald KA"
"1971","map04621","Gasdermin D: the long-awaited executioner of pyroptosis.","Man SM, Kanneganti TD"
"1972","map04621","Inflammasomes: mechanism of action, role in disease, and therapeutics.","Guo H, Callaway JB, Ting JP"
"1973","map04621","Ubiquitin signaling in immune responses.","Hu H, Sun SC"
"1974","map04621","Bacterial recognition pathways that lead to inflammasome activation.","Storek KM, Monack DM"
"1975","map04621","Redox regulation of NLRP3 inflammasomes: ROS as trigger or effector?","Abais JM, Xia M, Zhang Y, Boini KM, Li PL"
"1976","map04621","Recognition of bacteria by inflammasomes.","von Moltke J, Ayres JS, Kofoed EM, Chavarria-Smith J, Vance RE"
"1977","map04621","A long-awaited merger of the pathways mediating host defence and programmed cell death.","Blander JM"
"1978","map04621","Activation and regulation of the inflammasomes.","Latz E, Xiao TS, Stutz A"
"1979","map04621","Mechanism of NLRP3 inflammasome activation.","Sutterwala FS, Haasken S, Cassel SL"
"1980","map04621","Regulation of inflammasome signaling.","Rathinam VA, Vanaja SK, Fitzgerald KA"
"1981","map04621","Newly described pattern recognition receptors team up against intracellular pathogens.","Broz P, Monack DM"
"1982","map04621","Molecular mechanisms regulating NLRP3 inflammasome activation.","Jo EK, Kim JK, Shin DM, Sasakawa C"
"1983","map04621","Regulation of inflammasome activation.","Man SM, Kanneganti TD"
"1984","map04621","Inflammasomes: mechanism of assembly, regulation and signalling.","Broz P, Dixit VM"
"1985","map04621","Converging roles of caspases in inflammasome activation, cell death and innate immunity.","Man SM, Kanneganti TD"
"1986","map04621","The protein Nod2: an innate receptor more complex than previously assumed.","Lecat A, Piette J, Legrand-Poels S"
"1987","map04621","Beyond peptidoglycan for Nod2.","Murray PJ"
"1988","map04621","NOD1 and NOD2: signaling, host defense, and inflammatory disease.","Caruso R, Warner N, Inohara N, Nunez G"
"1989","map04621","Nucleotide-binding oligomerization domain (NOD) inhibitors: a rational approach toward inhibition of NOD signaling pathway.","Jakopin Z"
"1990","map04621","IAPs, regulators of innate immunity and inflammation.","Estornes Y, Bertrand MJ"
"1991","map04621","Signalling pathways and molecular interactions of NOD1 and NOD2.","Strober W, Murray PJ, Kitani A, Watanabe T"
"1992","map04621","The role of the IAP E3 ubiquitin ligases in regulating pattern-recognition receptor signalling.","Vandenabeele P, Bertrand MJ"
"1993","ko05205","Lumican, a small leucine-rich proteoglycan.","Nikitovic D, Katonis P, Tsatsakis A, Karamanos NK, Tzanakakis GN"
"1994","ko05205","Proteoglycans in cancer biology, tumour microenvironment and angiogenesis.","Iozzo RV, Sanderson RD"
"1995","ko05205","Glypican-3-mediated oncogenesis involves the Insulin-like growth factor-signaling pathway.","Cheng W, Tseng CJ, Lin TT, Cheng I, Pan HW, Hsu HC, Lee YM"
"1996","ko05205","The role of glypicans in Hedgehog signaling.","Filmus J, Capurro M"
"1997","ko05205","The role of glypican-3 in regulating Wnt in hepatocellular carcinomas.","Gao W, Ho M"
"1998","ko05205","Glypican-3: a marker and a therapeutic target in hepatocellular carcinoma.","Filmus J, Capurro M"
"1999","ko05205","Glypicans.","Filmus J, Capurro M, Rast J"
"2000","ko05205","Synergistic control of cell adhesion by integrins and syndecans.","Morgan MR, Humphries MJ, Bass MD"
"2001","ko05205","Syndecans in tumor cell adhesion and signaling.","Beauvais DM, Rapraeger AC"
"2002","ko05205","ADAM12/syndecan-4 signaling promotes beta 1 integrin-dependent cell spreading through protein kinase Calpha and RhoA.","Thodeti CK, Albrechtsen R, Grauslund M, Asmar M, Larsson C, Takada Y, Mercurio AM, Couchman JR, Wewer UM"
"2003","ko05205","Syndesmos, a protein that interacts with the cytoplasmic domain of syndecan-4, mediates cell spreading and actin cytoskeletal organization.","Baciu PC, Saoncella S, Lee SH, Denhez F, Leuthardt D, Goetinck PF"
"2004","ko05205","Fibroblast growth factor-2.","Nugent MA, Iozzo RV"
"2005","ko05205","The role of syndecan-2 in regulation of actin-cytoskeletal organization of Lewis lung carcinoma-derived metastatic clones.","Munesue S, Kusano Y, Oguri K, Itano N, Yoshitomi Y, Nakanishi H, Yamashina I, Okayama M"
"2006","ko05205","The HGF/MET pathway as target for the treatment of multiple myeloma and B-cell lymphomas.","Mahtouk K, Tjin EP, Spaargaren M, Pals ST"
"2007","ko05205","Syndecan-1 regulates alphavbeta3 and alphavbeta5 integrin activation during angiogenesis and is blocked by synstatin, a novel peptide inhibitor.","Beauvais DM, Ell BJ, McWhorter AR, Rapraeger AC"
"2008","ko05205","Heparanase stimulation of protease expression implicates it as a master regulator of the aggressive tumor phenotype in myeloma.","Purushothaman A, Chen L, Yang Y, Sanderson RD"
"2009","ko05205","Heparanase: busy at the cell surface.","Fux L, Ilan N, Sanderson RD, Vlodavsky I"
"2010","ko05205","Cell surface proteoglycan syndecan-1 mediates hepatocyte growth factor binding and promotes Met signaling in multiple myeloma.","Derksen PW, Keehnen RM, Evers LM, van Oers MH, Spaargaren M, Pals ST"
"2011","ko05205","Molecular functions of syndecan-1 in disease.","Teng YH, Aquino RS, Park PW"
"2012","ko05205","Signaling by the matrix proteoglycan decorin controls inflammation and cancer through PDCD4 and MicroRNA-21.","Merline R, Moreth K, Beckmann J, Nastase MV, Zeng-Brouwers J, Tralhao JG, Lemarchand P, Pfeilschifter J, Schaefer RM, Iozzo RV, Schaefer L"
"2013","ko05205","More than matrix: the multifaceted role of decorin in cancer.","Sofeu Feugaing DD, Gotte M, Viola M"
"2014","ko05205","Tumor microenvironment: Modulation by decorin and related molecules harboring leucine-rich tandem motifs.","Goldoni S, Iozzo RV"
"2015","ko05205","Decorin antagonizes Met receptor activity and down-regulates {beta}-catenin and Myc levels.","Buraschi S, Pal N, Tyler-Rubinstein N, Owens RT, Neill T, Iozzo RV"
"2016","ko05205","Decorin evokes protracted internalization and degradation of the epidermal growth factor receptor via caveolar endocytosis.","Zhu JX, Goldoni S, Bix G, Owens RT, McQuillan DJ, Reed CC, Iozzo RV"
"2017","ko05205","Decorin is a novel antagonistic ligand of the Met receptor.","Goldoni S, Humphries A, Nystrom A, Sattar S, Owens RT, McQuillan DJ, Ireton K, Iozzo RV"
"2018","ko05205","Decorin antagonizes the angiogenic network: concurrent inhibition of Met, hypoxia inducible factor 1alpha, vascular endothelial growth factor A, and induction of thrombospondin-1 and TIMP3.","Neill T, Painter H, Buraschi S, Owens RT, Lisanti MP, Schaefer L, Iozzo RV"
"2019","ko05205","Decorin: a guardian from the matrix.","Neill T, Schaefer L, Iozzo RV"
"2020","ko05205","Interaction between the adhesion receptor, CD44, and the oncogene product, p185HER2, promotes human ovarian tumor cell activation.","Bourguignon LY, Zhu H, Chu A, Iida N, Zhang L, Hung MC"
"2021","ko05205","Signaling properties of hyaluronan receptors.","Turley EA, Noble PW, Bourguignon LY"
"2022","ko05205","Hyaluronan-CD44 interaction with IQGAP1 promotes Cdc42 and ERK signaling, leading to actin binding, Elk-1/estrogen receptor transcriptional activation, and ovarian cancer progression.","Bourguignon LY, Gilad E, Rothman K, Peyrollier K"
"2023","ko05205","Hyaluronan-mediated CD44 interaction with RhoGEF and Rho kinase promotes Grb2-associated binder-1 phosphorylation and phosphatidylinositol 3-kinase signaling leading to cytokine (macrophage-colony stimulating factor) production and breast tumor progression.","Bourguignon LY, Singleton PA, Zhu H, Diedrich F"
"2024","ko05205","IQGAP1 as signal integrator: Ca2+, calmodulin, Cdc42 and the cytoskeleton.","Briggs MW, Sacks DB"
"2025","ko05205","Hyaluronan-mediated CD44 activation of RhoGTPase signaling and cytoskeleton function promotes tumor progression.","Bourguignon LY"
"2026","map05205","Lumican, a small leucine-rich proteoglycan.","Nikitovic D, Katonis P, Tsatsakis A, Karamanos NK, Tzanakakis GN"
"2027","map05205","Proteoglycans in cancer biology, tumour microenvironment and angiogenesis.","Iozzo RV, Sanderson RD"
"2028","map05205","Glypican-3-mediated oncogenesis involves the Insulin-like growth factor-signaling pathway.","Cheng W, Tseng CJ, Lin TT, Cheng I, Pan HW, Hsu HC, Lee YM"
"2029","map05205","The role of glypicans in Hedgehog signaling.","Filmus J, Capurro M"
"2030","map05205","The role of glypican-3 in regulating Wnt in hepatocellular carcinomas.","Gao W, Ho M"
"2031","map05205","Glypican-3: a marker and a therapeutic target in hepatocellular carcinoma.","Filmus J, Capurro M"
"2032","map05205","Glypicans.","Filmus J, Capurro M, Rast J"
"2033","map05205","Synergistic control of cell adhesion by integrins and syndecans.","Morgan MR, Humphries MJ, Bass MD"
"2034","map05205","Syndecans in tumor cell adhesion and signaling.","Beauvais DM, Rapraeger AC"
"2035","map05205","ADAM12/syndecan-4 signaling promotes beta 1 integrin-dependent cell spreading through protein kinase Calpha and RhoA.","Thodeti CK, Albrechtsen R, Grauslund M, Asmar M, Larsson C, Takada Y, Mercurio AM, Couchman JR, Wewer UM"
"2036","map05205","Syndesmos, a protein that interacts with the cytoplasmic domain of syndecan-4, mediates cell spreading and actin cytoskeletal organization.","Baciu PC, Saoncella S, Lee SH, Denhez F, Leuthardt D, Goetinck PF"
"2037","map05205","Fibroblast growth factor-2.","Nugent MA, Iozzo RV"
"2038","map05205","The role of syndecan-2 in regulation of actin-cytoskeletal organization of Lewis lung carcinoma-derived metastatic clones.","Munesue S, Kusano Y, Oguri K, Itano N, Yoshitomi Y, Nakanishi H, Yamashina I, Okayama M"
"2039","map05205","The HGF/MET pathway as target for the treatment of multiple myeloma and B-cell lymphomas.","Mahtouk K, Tjin EP, Spaargaren M, Pals ST"
"2040","map05205","Syndecan-1 regulates alphavbeta3 and alphavbeta5 integrin activation during angiogenesis and is blocked by synstatin, a novel peptide inhibitor.","Beauvais DM, Ell BJ, McWhorter AR, Rapraeger AC"
"2041","map05205","Heparanase stimulation of protease expression implicates it as a master regulator of the aggressive tumor phenotype in myeloma.","Purushothaman A, Chen L, Yang Y, Sanderson RD"
"2042","map05205","Heparanase: busy at the cell surface.","Fux L, Ilan N, Sanderson RD, Vlodavsky I"
"2043","map05205","Cell surface proteoglycan syndecan-1 mediates hepatocyte growth factor binding and promotes Met signaling in multiple myeloma.","Derksen PW, Keehnen RM, Evers LM, van Oers MH, Spaargaren M, Pals ST"
"2044","map05205","Molecular functions of syndecan-1 in disease.","Teng YH, Aquino RS, Park PW"
"2045","map05205","Signaling by the matrix proteoglycan decorin controls inflammation and cancer through PDCD4 and MicroRNA-21.","Merline R, Moreth K, Beckmann J, Nastase MV, Zeng-Brouwers J, Tralhao JG, Lemarchand P, Pfeilschifter J, Schaefer RM, Iozzo RV, Schaefer L"
"2046","map05205","More than matrix: the multifaceted role of decorin in cancer.","Sofeu Feugaing DD, Gotte M, Viola M"
"2047","map05205","Tumor microenvironment: Modulation by decorin and related molecules harboring leucine-rich tandem motifs.","Goldoni S, Iozzo RV"
"2048","map05205","Decorin antagonizes Met receptor activity and down-regulates {beta}-catenin and Myc levels.","Buraschi S, Pal N, Tyler-Rubinstein N, Owens RT, Neill T, Iozzo RV"
"2049","map05205","Decorin evokes protracted internalization and degradation of the epidermal growth factor receptor via caveolar endocytosis.","Zhu JX, Goldoni S, Bix G, Owens RT, McQuillan DJ, Reed CC, Iozzo RV"
"2050","map05205","Decorin is a novel antagonistic ligand of the Met receptor.","Goldoni S, Humphries A, Nystrom A, Sattar S, Owens RT, McQuillan DJ, Ireton K, Iozzo RV"
"2051","map05205","Decorin antagonizes the angiogenic network: concurrent inhibition of Met, hypoxia inducible factor 1alpha, vascular endothelial growth factor A, and induction of thrombospondin-1 and TIMP3.","Neill T, Painter H, Buraschi S, Owens RT, Lisanti MP, Schaefer L, Iozzo RV"
"2052","map05205","Decorin: a guardian from the matrix.","Neill T, Schaefer L, Iozzo RV"
"2053","map05205","Interaction between the adhesion receptor, CD44, and the oncogene product, p185HER2, promotes human ovarian tumor cell activation.","Bourguignon LY, Zhu H, Chu A, Iida N, Zhang L, Hung MC"
"2054","map05205","Signaling properties of hyaluronan receptors.","Turley EA, Noble PW, Bourguignon LY"
"2055","map05205","Hyaluronan-CD44 interaction with IQGAP1 promotes Cdc42 and ERK signaling, leading to actin binding, Elk-1/estrogen receptor transcriptional activation, and ovarian cancer progression.","Bourguignon LY, Gilad E, Rothman K, Peyrollier K"
"2056","map05205","Hyaluronan-mediated CD44 interaction with RhoGEF and Rho kinase promotes Grb2-associated binder-1 phosphorylation and phosphatidylinositol 3-kinase signaling leading to cytokine (macrophage-colony stimulating factor) production and breast tumor progression.","Bourguignon LY, Singleton PA, Zhu H, Diedrich F"
"2057","map05205","IQGAP1 as signal integrator: Ca2+, calmodulin, Cdc42 and the cytoskeleton.","Briggs MW, Sacks DB"
"2058","map05205","Hyaluronan-mediated CD44 activation of RhoGTPase signaling and cytoskeleton function promotes tumor progression.","Bourguignon LY"
"2059","ko05132","All stressed out. Salmonella pathogenesis and reactive nitrogen species.","Prior K, Hautefort I, Hinton JC, Richardson DJ, Rowley G"
"2060","ko05132","Salmonella effectors translocated across the vacuolar membrane interact with the actin cytoskeleton.","Miao EA, Brittnacher M, Haraga A, Jeng RL, Welch MD, Miller SI"
"2061","ko05132","The Salmonella effector protein PipB2 is a linker for kinesin-1.","Henry T, Couillault C, Rockenfeller P, Boucrot E, Dumont A, Schroeder N, Hermant A, Knodler LA, Lecine P, Steele-Mortimer O, Borg JP, Gorvel JP, Meresse S"
"2062","ko05132","Functional dissection of SseF, a type III effector protein involved in positioning the salmonella-containing vacuole.","Abrahams GL, Muller P, Hensel M"
"2063","ko05132","A Salmonella type III secretion effector interacts with the mammalian serine/threonine protein kinase PKN1.","Haraga A, Miller SI"
"2064","ko05132","Salmonella AvrA Coordinates Suppression of Host Immune and Apoptotic Defenses via JNK Pathway Blockade.","Jones RM, Wu H, Wentworth C, Luo L, Collier-Hyams L, Neish AS"
"2065","ko05132","Selective inhibition of type III secretion activated signaling by the Salmonella effector AvrA.","Du F, Galan JE"
"2066","ko05132","A salmonella protein antagonizes Rac-1 and Cdc42 to mediate host-cell recovery after bacterial invasion.","Fu Y, Galan JE"
"2067","ko05132","Cytokines in host defense against Salmonella.","Eckmann L, Kagnoff MF"
"2068","ko05132","SseBCD proteins are secreted by the type III secretion system of Salmonella pathogenicity island 2 and function as a translocon.","Nikolaus T, Deiwick J, Rappl C, Freeman JA, Schroder W, Miller SI, Hensel M"
"2069","ko05132","Role for myosin II in regulating positioning of Salmonella-containing vacuoles and intracellular replication.","Wasylnka JA, Bakowski MA, Szeto J, Ohlson MB, Trimble WS, Miller SI, Brumell JH"
"2070","ko05132","Salmonella-containing vacuoles: directing traffic and nesting to grow.","Bakowski MA, Braun V, Brumell JH"
"2071","ko05132","Bacterial guanine nucleotide exchange factors SopE-like and WxxxE effectors.","Bulgin R, Raymond B, Garnett JA, Frankel G, Crepin VF, Berger CN, Arbeloa A"
"2072","ko05132","Differential activation and function of Rho GTPases during Salmonella-host cell interactions.","Patel JC, Galan JE"
"2073","ko05132","Assembly of the type III secretion needle complex of Salmonella typhimurium.","Kimbrough TG, Miller SI"
"2074","ko05132","Salmonellae interplay with host cells.","Haraga A, Ohlson MB, Miller SI"
"2075","ko05132","Virulence mechanisms displayed by Salmonella to impair dendritic cell function.","Bueno SM, Riedel CA, Carreno LJ, Kalergis AM"
"2076","ko05132","TLR5 and Ipaf: dual sensors of bacterial flagellin in the innate immune system.","Miao EA, Andersen-Nissen E, Warren SE, Aderem A"
"2077","ko05132","Flagellin suppresses epithelial apoptosis and limits disease during enteric infection.","Vijay-Kumar M, Wu H, Jones R, Grant G, Babbin B, King TP, Kelly D, Gewirtz AT, Neish AS"
"2078","ko05132","Cutting edge: bacterial flagellin activates basolaterally expressed TLR5 to induce epithelial proinflammatory gene expression.","Gewirtz AT, Navas TA, Lyons S, Godowski PJ, Madara JL"
"2079","ko05132","Salmonella--the ultimate insider. Salmonella virulence factors that modulate intracellular survival.","Ibarra JA, Steele-Mortimer O"
"2080","ko05132","Toll-like receptor 4 signalling through MyD88 is essential to control Salmonella enterica serovar typhimurium infection, but not for the initiation of bacterial clearance.","Talbot S, Totemeyer S, Yamamoto M, Akira S, Hughes K, Gray D, Barr T, Mastroeni P, Maskell DJ, Bryant CE"
"2081","ko05132","Innate immune response in the gut against Salmonella - review.","Trebichavsky I, Splichal I, Splichalova A"
"2082","map05132","All stressed out. Salmonella pathogenesis and reactive nitrogen species.","Prior K, Hautefort I, Hinton JC, Richardson DJ, Rowley G"
"2083","map05132","Salmonella effectors translocated across the vacuolar membrane interact with the actin cytoskeleton.","Miao EA, Brittnacher M, Haraga A, Jeng RL, Welch MD, Miller SI"
"2084","map05132","The Salmonella effector protein PipB2 is a linker for kinesin-1.","Henry T, Couillault C, Rockenfeller P, Boucrot E, Dumont A, Schroeder N, Hermant A, Knodler LA, Lecine P, Steele-Mortimer O, Borg JP, Gorvel JP, Meresse S"
"2085","map05132","Functional dissection of SseF, a type III effector protein involved in positioning the salmonella-containing vacuole.","Abrahams GL, Muller P, Hensel M"
"2086","map05132","A Salmonella type III secretion effector interacts with the mammalian serine/threonine protein kinase PKN1.","Haraga A, Miller SI"
"2087","map05132","Salmonella AvrA Coordinates Suppression of Host Immune and Apoptotic Defenses via JNK Pathway Blockade.","Jones RM, Wu H, Wentworth C, Luo L, Collier-Hyams L, Neish AS"
"2088","map05132","Selective inhibition of type III secretion activated signaling by the Salmonella effector AvrA.","Du F, Galan JE"
"2089","map05132","A salmonella protein antagonizes Rac-1 and Cdc42 to mediate host-cell recovery after bacterial invasion.","Fu Y, Galan JE"
"2090","map05132","Cytokines in host defense against Salmonella.","Eckmann L, Kagnoff MF"
"2091","map05132","SseBCD proteins are secreted by the type III secretion system of Salmonella pathogenicity island 2 and function as a translocon.","Nikolaus T, Deiwick J, Rappl C, Freeman JA, Schroder W, Miller SI, Hensel M"
"2092","map05132","Role for myosin II in regulating positioning of Salmonella-containing vacuoles and intracellular replication.","Wasylnka JA, Bakowski MA, Szeto J, Ohlson MB, Trimble WS, Miller SI, Brumell JH"
"2093","map05132","Salmonella-containing vacuoles: directing traffic and nesting to grow.","Bakowski MA, Braun V, Brumell JH"
"2094","map05132","Bacterial guanine nucleotide exchange factors SopE-like and WxxxE effectors.","Bulgin R, Raymond B, Garnett JA, Frankel G, Crepin VF, Berger CN, Arbeloa A"
"2095","map05132","Differential activation and function of Rho GTPases during Salmonella-host cell interactions.","Patel JC, Galan JE"
"2096","map05132","Assembly of the type III secretion needle complex of Salmonella typhimurium.","Kimbrough TG, Miller SI"
"2097","map05132","Salmonellae interplay with host cells.","Haraga A, Ohlson MB, Miller SI"
"2098","map05132","Virulence mechanisms displayed by Salmonella to impair dendritic cell function.","Bueno SM, Riedel CA, Carreno LJ, Kalergis AM"
"2099","map05132","TLR5 and Ipaf: dual sensors of bacterial flagellin in the innate immune system.","Miao EA, Andersen-Nissen E, Warren SE, Aderem A"
"2100","map05132","Flagellin suppresses epithelial apoptosis and limits disease during enteric infection.","Vijay-Kumar M, Wu H, Jones R, Grant G, Babbin B, King TP, Kelly D, Gewirtz AT, Neish AS"
"2101","map05132","Cutting edge: bacterial flagellin activates basolaterally expressed TLR5 to induce epithelial proinflammatory gene expression.","Gewirtz AT, Navas TA, Lyons S, Godowski PJ, Madara JL"
"2102","map05132","Salmonella--the ultimate insider. Salmonella virulence factors that modulate intracellular survival.","Ibarra JA, Steele-Mortimer O"
"2103","map05132","Toll-like receptor 4 signalling through MyD88 is essential to control Salmonella enterica serovar typhimurium infection, but not for the initiation of bacterial clearance.","Talbot S, Totemeyer S, Yamamoto M, Akira S, Hughes K, Gray D, Barr T, Mastroeni P, Maskell DJ, Bryant CE"
"2104","map05132","Innate immune response in the gut against Salmonella - review.","Trebichavsky I, Splichal I, Splichalova A"
